ID,Data,Love,Joy,Surprise,Anger,Sadness,Fear,Topic,Domain,is_admin
23617,"কি বলবো সত্যি ওসাদারন, ",0,1,0,0,0,0,Entertainment,Youtube,False
23916,আমি চাই ওই বেটার পাসি হওক ... আপনার কি বলেন??? ,0,0,0,0,1,0,Politics,Youtube,False
5179,নোয়াখালী এসে ব্লগ করর অনুরদ রইলো আফ্রিদি ভাইয়া।। ,1,0,0,0,0,0,Personal,Youtube,False
4243,নপুংসক করে দেওয়া হোক। ,0,0,0,0,1,0,Politics,Youtube,False
21654,আপনার কথা গুলা অনেক মজার।। 😄😄😄 ,0,1,0,0,0,0,Game,Youtube,False
23480,আমার কথা কখনও কি পড়বে তোমার মনে। যদি কখনও খবর পাও আমার চলে যাওয়ার কথা ,0,0,0,1,0,0,Politics,Facebook,False
1705,সঠিক সিদ্ধান্ত। ধন্যবাদ পি এম। ,0,1,0,0,0,0,Politics,Youtube,False
18128,অতিরিক্ত সময়ে যখন মনে হচ্ছিল কারও পা চলছে না ,0,0,0,1,0,0,Sports,Facebook,False
1541,আফ্রিদি ভাইয়ের শেরওয়ানি তা অনেক সুন্দর ,0,1,0,0,0,0,Personal,Youtube,False
24679,নটির পুয়াইনতর পুটকির খাল তুলো ডান্ডা দিয়া ,0,0,0,0,1,0,Politics,Youtube,False
227,আসলে যে খেলে সেই বুঝে খেলাটা কি  ,0,0,0,1,0,0,Sports,Youtube,False
6902,"সত্যি ভালোবাসা করে যার ভেঙে গেছে সেই বুঝতে পারে এই গানের বেথা।,😭😭😭😭😭 ",0,0,0,1,0,0,Music,Youtube,False
9698,সুন্দর একটা ব্লগ ছিলো।🥰 ,1,0,0,0,0,0,Travel,Youtube,False
11986,আমি চিকন মানুষ ,0,0,0,1,0,0,Education,Facebook,False
12544,আমি ২৩০ টাকা দিয়ে কিনেছি সুলতানি টুপি ,0,1,0,0,0,0,Fashion,Youtube,False
2261,হিহিহি মুই হাচ জানুয়ারি 😂 ,0,1,0,0,0,0,Personal,Youtube,False
13537,মানুষের দোয়া-ভালোবাসা নিয়ে সাফল্যের হিমালয় পেরিয়ে যান ,1,0,0,0,0,0,Personal,Twitter,False
2517,মনে হয় দেশ একনো সাদিন হয় নি আবার যুদ্ধ করতে হবে .............. ,0,0,0,1,1,0,Politics,Youtube,False
129,চমক ভাই সত্যিই একটা চমক ।। ,1,0,0,0,0,0,Education,Youtube,False
16265,আপু তোমার গরুর মাংসের রেসেপি চাই। ,0,1,0,0,0,0,Travel,Youtube,False
26943,নুরের আলো মাদিনা চেনেল ,0,1,0,0,0,0,Personal,Youtube,False
14831,"কুনো বিএনপি নাই, তবে ভোট দিতে দেয়ার উচিৎ চিলো ",0,0,0,1,0,0,Politics,Youtube,False
12616,আয়মান রে অনেক ছেলেরা পুটকি মারছে।। ,0,0,0,0,1,0,Education,Youtube,False
11984,তার সুখ মরে যায়। সুখী হবার সহজ উপায় বিবেকহীন হওয়া ,0,0,0,1,0,0,Personal,Facebook,False
7968,অনেক দারুন লাগলো।😍😍😍😍😍😍😍😍😘😘😘😘😘😘😘😍😍😍😍😘😘😘😘😘😘😘😍😍😍😍😘😘😘😘😘😘😘😍😍😍😍😘😘😘 ,1,1,0,0,0,0,Music,Youtube,False
21438,কেন হঠাৎ তুমি এলে ,0,0,0,1,0,0,Personal,Facebook,False
17202,একসাথে দুই খ্যাতকে ভাল্লাগতাসে 😃😃😃 ,0,1,0,0,0,0,Personal,Youtube,False
9264,জীবনে আপনার মত হতে চাই ,1,0,0,0,0,0,Music,Youtube,False
23865,"অনুষ্ঠান আয়োজন করছে যারা,,, সেই শালারা কি জানো না বাংলাদেশে কি মডেল নাই,,,। বিলাতি কুত্তা নিয়ে অনুষ্ঠান করে,,,। ",0,0,0,0,1,0,Sports,Youtube,False
18795,ভাই রোকিয়াকে দেখতে চাই ,0,1,0,0,0,0,Entertainment,Youtube,False
1033,পাটিয়ে দিছেন ভাই বলার ভাষা নেই হাশির ঠেলাই খাট বেঙ্গে গেছে 😝 ,0,1,0,0,0,0,Music,Youtube,False
1192,ভাইয়া শুধু গাড়ি নিয়ে খেলা যাক ,0,1,0,0,0,0,Game,Youtube,False
19744,এই মানুষটিকে সবার সামনে এনে কটিন শান্তি দেওয়া হোক। ফাসি দেওয়া হোক এদের। ,0,0,0,0,1,0,Politics,Youtube,False
1830,অনেক অনেক ধন্যবাদ ,1,1,0,0,0,0,Personal,Youtube,False
8063,"আপনার ছোট পোলাপানের মত ন্যাকামি পছন্দ করি না,, ",0,0,0,0,1,0,Travel,Youtube,False
25444,মিউজিক টা একদূম বাজে ,0,0,0,0,1,0,Music,Youtube,False
5598,দারুন বস সামনে আরো নতুন অনেক চমক দিবে আসা করি ,1,1,0,0,0,0,Music,Youtube,False
11818,জীবনে প্রথম স্বপ্নে দেখার ব্যাক্তির সাথে বাস্তবে দেখা হওয়ার কথা । এটাই ওর আর আমার সাথে ১ম এবং শেষ দেখা । এরই মাঝে কত বর্ষা এলো আর গেলো জানেন ,0,0,0,1,0,0,Personal,Facebook,False
6512,"অসাধারণ, পারভেজ ভাই😍 অসাধারণ কম্বিনেশন ডিজে রাহাত ",1,0,0,0,0,0,Music,Youtube,False
1133,এই খবর ইন্টারনেট-বাহিত হয়ে ছড়িয়ে পড়েছে বিশ্বে। তবু মেসিকে বের করতে পারেনি কলকাতার রাস্তাঘাট। গঞ্জালো হিগুয়াইন ,0,0,0,0,1,0,Sports,Facebook,False
1586,কাফিরের বাঁচ্চা আল্লাহ্ তোদের বিচার করবে! আল্লাহ্ তোদের বিচার করবেই!!! ইয়া আল্লাহ্ হিদায়াত যদি এদের কপালে না থাকে ,0,0,0,0,1,0,Politics,Facebook,False
720,এটা মধ্যবিত্তের জন্য নয় ..সবকিছুর দাম বেশি ,0,0,0,1,0,0,Food,Youtube,False
24664,টিভির দর্শক ও অপামর ক্রিকেট-পাগলা বাঙ্গালীর কাছে ,0,1,0,0,0,0,Sports,Facebook,False
3857,বড় মানুষের মনটাও বড় হয়। ,1,1,0,0,0,0,Personal,Youtube,False
7754,ব্যাটা আবুল কোনহানকার ,0,0,0,0,1,0,Education,Facebook,False
11775,আপনি পাগল কিন্তু অনেক ভালো খেলোয়াড় ,1,1,0,0,0,0,Game,Youtube,False
3066,"খুবই মজাদার, হাস‍্যরসিক রাষ্ট্রপতি। মানুষটির মধ্যে এতটুকু অহংকার নেই। একেবারে সাধাসিধে মাটির মানুষ। মনের কথা সকলের সামনে খুলে বলতে ভালোবাসেন। বাংলাদেশের রাজনীতিতে না আগে কখনো এত ভালো মানুষ সর্বোচ্চ পদে ছিল না ভবিষ্যতে থাকবে। আপনার তুলনা শুধুমাত্র আপনিই। খুব খুব ভালো থাকুন স‍্যার, সুস্থ থাকুন। ভারত থেকে আপনাকে শ্রদ্ধা ও কোটি কোটি প্রণাম স‍্যার।। ",1,0,0,0,0,0,Politics,Youtube,False
7634,ভাইয়া আপনার ভিডিও অনেক ভালো লাগে। ভাইয়া আমি আপনার সাথে একবার দেখা করতে চাই ভাইয়া প্লিজ প্লিজ প্লিজ বলেন আমি কোথাই আসবো আর আমার বান্দরবান জেলার আলীকদম আসার আমন্ত্রন রইলো..... ,1,0,0,0,0,0,Personal,Youtube,False
7819,আশরাফুলকে দেখতে চাই জাতিয় দলে ,1,0,0,0,0,0,Sports,Youtube,False
24830,আবিসা মনি শুভ জন্মদিন। মনি তুমি ভালো মানুষ হও। তোমার জন্য দোয়া করি।অনেক অনেক ভালোবাসা তোমার জন্য মামনি😍 ,1,0,0,0,0,0,Travel,Youtube,False
12332,কঠিন বাস্তবতা। বাস্তবে এই রকম কমই হয়..... ,0,0,0,1,0,0,Music,Youtube,False
8435,সত্যি আজ মন থেকে আপনাকে স্যালুট জানাই😍😍 ,1,0,0,0,0,0,Personal,Youtube,False
10151,গল্পটা ভালোই বানান ,0,1,0,0,0,0,Business,Youtube,False
6614,"ফাসি দেওয়া হক। এইটাই বিচার,,,,,,,,,,,, ",0,0,0,0,1,0,Politics,Youtube,False
22578,দোয়া করি এভাবে জানি সবার মানের আশা পুরনো হয় ,0,1,0,0,0,0,Personal,Youtube,False
23026,গানটা যত শুনি ততই ভালো লাগে। ,0,1,0,0,0,0,Music,Youtube,False
26125,বার বার শুনতে ইচ্ছে করে গানটা..... ,0,1,0,0,0,0,Music,Youtube,False
20562,তাদের কে চিত করে শুয়িয়ে সোনার দুটি বিচির মধ্যে পাথর দিয়ে আঘাত করা হোক ,0,0,0,0,1,0,Politics,Youtube,False
5541,আল্লাহ যেন আকবরের বোনকে ভালো রাখে আর জান্নাতি হবার তৌফিক দান করুক আল্লাহু আমিন ইনশাল্লাহ ,1,0,0,0,0,0,Sports,Youtube,False
2201,এটা কিভাবে কিনব ,0,0,1,0,0,0,Business,Youtube,False
13200,তো আমি কি করতাম? ,0,0,0,0,1,0,Entertainment,Youtube,False
10176,বাকি রানাদের কে কেউ কিছু করার নাই ,0,0,0,1,0,0,Personal,Youtube,False
1935,অনেক অনেক ভালো লাগলো নাটক টি ,1,1,0,0,0,0,Entertainment,Youtube,False
19442,শুরুতেই ধনের নাটক দেখে খুব মজা পাচ্চি..😎😎 ,0,1,0,0,0,0,Entertainment,Youtube,False
28,"আমরা বাঙালিরা ও পাগলের মত দেখতে থাকি,কোন কিছু হবেনা,সবকিছু দেখাবে,বাট করবেনা ",0,0,0,1,1,0,Politics,Youtube,False
21126,"ডিজিটাল বাংলাদেশে,,ডিজিটাল রেপ ",0,0,0,0,1,0,Politics,Youtube,False
22512,ফুটবল রাজা শেখ রাসেল ,0,1,0,0,0,0,Sports,Youtube,False
22073,এতো টাকা দিয়ে তাদের কাছ থেকে কেন কিনবো🖕 ,0,0,0,0,1,0,Fashion,Youtube,False
27983,"ব্যাচেলার পয়েন্টও দেখবো কিছু দিনের বিতরে,ইনশাআল্লাহ ",1,0,0,0,0,0,Entertainment,Youtube,False
1848,কেন হিংসে হয় ? ,0,0,0,0,1,0,Travel,Youtube,False
10966,ইনশাল্লাহ মোস্তাফিজুর রহমান ২০১৯ বিশ্বকাপের মধ্যে নিজের সেরাটা ধরে তুলবে আশা করছি ,0,1,0,0,0,0,Sports,Youtube,False
1330,আর আমি টিউশনি করে নিজের খরচ চালাই। তারপরও ওর শর্ত একটাই ,0,0,0,1,0,0,Personal,Facebook,False
12520,কুমিল্লা বেষ্ট হবে💙💙 ,1,0,0,0,0,0,Personal,Youtube,False
6782,"ভাই এই প্রথম আপনার ভিডিও দেখলাম, আর যা দেখলাম চোখ কপালে উঠার মত ",0,0,1,0,0,0,Game,Youtube,False
27489,আরে তোদের পতাকার জন্ম তো আমরাই দিয়েছি বাপের কালে কাপ জিতীশ নি জিতে এমন করছিস ভালো করে ভিডিও দেখ কে কি করেছে ,0,0,0,0,1,0,Sports,Youtube,False
13183,অনেক ভালো লাগলো গানটা শুনে ,0,1,0,0,0,0,Music,Youtube,False
13981,ওই সিরিজে সাকিবভাই বা অন্য কেও দলে ছিলেন না ইন্জুরির জন্য বা অন্য কোনো কারণে।।পরের সিরিজে উনি ব্যাক করায় কায়েসভাই কেই জায়গা ছেড়ে দিতে হইছে।।অাবার জাতীয় লিগে পার্ফম করে গেছেন ,0,0,0,1,0,0,Sports,Facebook,False
5258,মাগী কে গালি দিলেও খুসি হবে তাই সরকার নিষিদ্ধ করে দেন এসব গান মিউজিক গান ,0,0,0,0,1,0,Politics,Youtube,False
2137,আওয়ামী লীগ আর পুলিশ. একই কুত্তার বাচ্চা এটা. সবাই জানে ,0,0,0,0,1,0,Politics,Youtube,False
5638,একদম ঠিক কথা ভাইয়া ,0,1,0,0,0,0,Politics,Youtube,False
21504,"মানুষের কোনো বিবেন নাই,,, ",0,0,0,1,0,0,Politics,Youtube,False
26008,চমক গুরু! ♥ ,1,1,0,0,0,0,Education,Youtube,False
13844,বাসায় উঠে ধরা ধরি করবি.... পুরাই ডিপজল ডায়লগ...😁😁😁 ,0,1,0,0,0,0,Entertainment,Youtube,False
24158,তবে কেন মিছে এ ভালবাসা? গভীর আবেগে আমার চোখে জল এসে গেল। আমি সেই জল গোপন করবার জন্য জানালা দিয়ে তাকিয়ে বললাম ,0,0,0,1,0,0,Personal,Facebook,False
11143,এসব দুষ্কৃতিকারীদের রুখে দিন। ,0,0,0,0,1,0,Politics,Twitter,False
2926,মাইয়্যাডা ছাগলের ৩ নাম্বার বাচ্চার মত লাফায় ক্যা... ,0,0,0,0,1,0,Education,Youtube,False
9925,ধন্যবাদ সময় টিভি কে ,1,1,0,0,0,0,Politics,Youtube,False
22242,আপনি যদি ছেলেটার ফোন নাম্বার দিতেন খুব ভালো হইতো ,0,1,0,0,0,0,Politics,Facebook,False
10380,সরী টো সে দ্যাট মোসারফ করিমের অভার কনফিডেন্স গুলাই দিন দিন তার জনপ্রিয়তায় প্রশ্নবিদ্ধ করবে! ,0,0,0,1,0,0,Entertainment,Youtube,False
17803,ভাই আমি আপনার বড় ফেন আ ,1,0,0,0,0,0,Personal,Youtube,False
9205,আসাম যাবো। ☺ ,0,1,0,0,0,0,Sports,Youtube,False
16787,হ তার লেভেল আপনার মাথার উপরে 😁😁 ,0,1,0,0,0,0,Entertainment,Youtube,False
23218,কেউ ঠেলাঠেলি কইরো নাহ সবাইকে কমেন্ট পড়ার সুজগ দিয়া হইবে লাইনে খাড়াউ😂😂 ,0,1,0,0,0,0,Music,Youtube,False
1528,ভিডিও টা দেখে সত্যি মন জুড়িয়ে গেলো। ধন্যবাদ ভাইয়া। ,1,0,0,0,0,0,Personal,Youtube,False
13504,ওই ঘটনায় ২৬জন নিহত হয়েছিলেন। আমরা সোহেলের পরিবার ,0,0,0,1,0,0,Politics,Twitter,False
20507,সেটা বলে বোঝাতে পারবো না। আপনাদের কাছে কৃতজ্ঞ। আয়েশাকে যখন আমি দেখি ,0,1,0,0,0,0,Entertainment,Facebook,False
13831,নায়িকার বয়স নায়কের মায়ের মত ,0,0,0,0,1,0,Music,Youtube,False
6191,তোমায় ছোট করে দেখছি না ,0,0,0,1,0,0,Personal,Facebook,False
11327,কিন্তু আশানুরূপ নয়। সেই সিদ্ধান্তের লাভ ক্ষতির হিসাব সে আজো মিলাতে পারেনি। আজ সে অর্পণাকে চায় ,0,0,0,1,0,0,Personal,Facebook,False
13861,পারিয়ার চামচা গুলারেউ ধরে ১০ বছর করে জেল দিতে হবে ,0,0,0,0,1,0,Politics,Youtube,False
26581,"এগুলা কি হইতাছে আমাদের দেশে! খুন,নারী,শিশু ধর্ষণ। পুলিশ কি বালডা হালায়।এগুলারে জেলে ডুকাইয়া পোলাও,কুরমা খাওয়ায়।কুত্তার বাচ্চাগুলারে ক্রসফায়ার করতে পারে না।।আমার সাওয়ার দেশ।।।।।।।।।সাওয়া।সোনা না। ",0,0,0,0,1,0,Politics,Youtube,False
16827,বাংলাদেশে অপরাধী+এইসব বালের গানই ভাইরাল ,0,0,0,0,1,0,Music,Youtube,False
27458,ভালো কাজের পাশে আল্লাহ থাকেন সব সময়।অনেক ধন্যবাদ ভাই আপনাদের। ,0,1,0,0,0,0,Personal,Youtube,False
7353,সাবাস বাংলাদেশ এগিয়ে জাও। ,1,1,0,0,0,0,Politics,Youtube,False
589,বাংলাদেশের দল জানাই আন্তরিক অভিনন্দন এবং শুভেচ্ছা ,1,0,0,0,0,0,Sports,Youtube,False
20957,অচেনা লোকের সামনে পড়লে ঠিক কী করা উচিত। সঙ্কুচিত খুব। নিজের মধ্যে নিজেকে গুটিয়ে রেখেছেন। তাঁর বিপন্ন শৈশব ,0,0,0,1,0,0,Sports,Facebook,False
20758,"লিটন দাসের ব্যাটিং ইমরুল কায়েসের চাইতে ভালো, কারন লিটন দাসের প্রতিটা শট গ্যাপ শট, আর কাবার ড্রাইভ গুলো মাটি কামরিয়ে যায়। আর ইমরুল কায়েস এই কয়দিন ভালো খেলে আর শটগুলো উড়ন্ত শট। ",0,1,0,0,0,0,Sports,Youtube,False
7856,আমার এই ভিডিও টা দেখে ভালো লাগছে ,0,1,0,0,0,0,Personal,Youtube,False
20307,"কেন জানি আপনার গানটা সুনলে আমার পিয়জনের কথা মনে পরে জায়, আপনার গান আমার কাছে অনেক অনেক ভাল লাগে ভাই ",1,1,0,0,0,0,Music,Youtube,False
11874,ফেসবুকে আপনার ফ্রেন্ড হতে চাই প্লিজ আমাকে ফ্রেন্ড অ্যাড দিবেন ,1,0,0,0,0,0,Personal,Youtube,False
17083,ভাই দাম এতো কম বলে ভিডিওর সময় কিন্তু কিনতে গেলে দাম ডাবল হয়ে যায়? ,0,0,0,1,0,0,Fashion,Youtube,False
18508,এরকম অবিচার দেখলে মনে হয় তাদের আল্লাহ খোদা নেই ,0,0,0,1,0,0,Politics,Youtube,False
26751,ও সানজূ দেখে নাই ,0,0,0,1,0,0,Personal,Youtube,False
26221,অথছ কে বা কারা খুন করলো এবং কে খুন হলো তার কিছুই জানতে পারলো না আনু। একটু আধটু প্রতিবাদের জোর আনুর ছেলে বেলার স্বভাব ,0,0,0,1,0,0,Personal,Facebook,False
12294,বাকি রানারা খেলনা পেলোনা :( ,0,0,0,1,0,0,Personal,Youtube,False
22028,এই রানা অনেক আগেই সাবলম্বী হয়েছে। পারলে অন্য রানাদের পড়ালেখার দায়িত্ব নিন। তাবিব ভাইয়ের কাছেই না হয় রানা থাকবে। উলটা তেলা মাথায় তেল দিচ্ছেন কেন? রানা কে হাইলাইট করে এক্সট্রা কিছু টাকা কামানোর ধান্দায়? ,0,0,0,0,1,0,Personal,Youtube,False
20569,গানটা অনেক ভাল লাগলো ,0,1,0,0,0,0,Personal,Youtube,False
7710,ভাই আপনি প্রমান করে দিলেন যে টাকা থাকলেই মানুষ ছুট মনের হয়না কিছু মানুষ আজ আছে আপ্নের মত ভাই ছেলট আপনাকে ,1,1,0,0,0,0,Personal,Youtube,False
14599,নতুন ইউটিউবার হিসেবে আপনাদের সাহায্য চাচ্ছি।ইনশাআল্লাহ আমার সাথে থাকবেন।❤❤ ,1,1,0,0,0,0,Personal,Youtube,False
5126,বেয়াদুপির ফল রশিদ খাঁন ,0,0,0,0,1,0,Sports,Youtube,False
1267,বলে ওঠে - ''আমি ছাড়া আরো দুইজন ওইখানে আটকা পড়ে আছে ,0,0,0,1,0,0,Education,Facebook,False
25038,সত্যি অসাধারণ 😭😭 ,0,1,0,0,0,0,Entertainment,Youtube,False
11821,আজকের মত ভাইয়া আপনার কোন রোস্ট ভিওডিও দেখে এত হাসি বা মজা পাইনাই....😸😸😸😸😸😋😋😊😊 ,0,1,0,0,0,0,Education,Youtube,False
19384,অন্যের দেশকে সম্মান করার কাতরতা। নিজের দেশের পতাকাকে সম্মান করার মতোই স্থির হয়ে তিনি তাকিয়ে রইলেন তারুণ্যের জোয়ারে। পাশ ফিরে তাকিয়ে দেখি ,0,1,0,0,0,0,Education,Facebook,False
8374,এনাদার কামলা সং! 😣 বালামার ,0,0,0,0,1,0,Music,Youtube,False
8538,"আমারা সবাই একা কিন্তু সবাই মিলে আমরা একা না,,এভাবে একজন একজনের দায়িত্ব নিলে রানারা পাবে একটা সুন্দর জীবন 😍😍 ",0,1,0,0,0,0,Personal,Youtube,False
7532,জামাই মানেই ত্যাড়া। -এত বড় কথা ,0,0,0,0,1,0,Education,Facebook,False
25435,ভাইয়া গানটা খুবি ভালো লাকছে আমার কাছে ,0,1,0,0,0,0,Music,Youtube,False
22924,ভালোবাসা বেরে গেলো তিনজনের প্রতিই ,1,0,0,0,0,0,Personal,Youtube,False
7734,অফার মন্দ নহে। আগের বার পদ্মা সেতু নাহয় মিস হয়া গেছে ,0,1,0,0,0,0,Education,Facebook,False
21170,অনেক খুশি হলাম। আফ্রিদি 😍😍 তাবিব 😍😍 রানা 😍😍 ,0,1,0,0,0,0,Personal,Youtube,False
16238,কোনো ভুল নেই ,0,1,0,0,0,0,Personal,Youtube,False
25030,সাব্বির কি ভাবে দলে চান্স পায় ? ,0,0,0,0,1,0,Sports,Youtube,False
10046,আর ও নামত তার একটু পরে। প্রতিদিনই আমাদের চোখে চোখ পড়ত। মনে হত সে কিছু বলতে চাচ্ছে ,0,1,0,0,0,0,Personal,Facebook,False
6504,তাবিব ভাই কে একটা শার্ট গিফট করে সম্মানিত করলে খুব খুশি হতাম ,0,1,0,0,0,0,Personal,Youtube,False
8022,এখন যত বেশি অশ্লীলতা তত বেশি ভিও।এখন গানের কথা থেকে বেশি গানের ভিডিও প্রাধান্য পায় বেশি। ,0,0,0,1,0,0,Politics,Youtube,False
4737,যদিওবা হিন্দি মুভি বালা অবলম্বনে করা হয়েছে তবে মোটামুটি গোছালো ছিল ,0,1,0,0,0,0,Entertainment,Youtube,False
14802,কিভাবে যেনা করতে হয় তা এইসব নাটক দেখেই অনেক কিছু শেখা যায়।ভাল কিছু শেখার মত নাটক চাই।।। ,0,0,0,0,1,0,Entertainment,Youtube,False
22198,"এরকম সাইকেল, শপিং অন্য রানারা পেতে পারতোনা। ভেবেছিলাম অন্য রানাদের দেখা পাবো আজকে ",0,0,0,1,0,0,Personal,Youtube,False
2312,উই লাভ ইউ ,1,0,0,0,0,0,Sports,Facebook,False
8610,অনেক ভাল লাগল ভাই ,0,1,0,0,0,0,Personal,Youtube,False
11702,"কাবিলা মামায়,একটা মালওই ভাই 😂😂 ",0,1,0,0,0,0,Entertainment,Youtube,False
388,"চাপাবাজ,,, অনেক ভালো নিশো ভাই ",0,1,0,0,0,0,Entertainment,Youtube,False
21096,এভাবেই পতিতালয়ে পরিণত হবে বাংলাদেশ ,0,0,0,0,1,0,Music,Youtube,False
2295,হইলে কি আর তোর মতো ছেলেরে কষ্ট দিতো!দরকার হলে তাদের গার্লফ্রেন্ডকেও দিয়ে দিবে আমায় ,0,0,0,0,1,0,Personal,Facebook,False
23737,তোর মতো আবালচোদা কত কিছু বোঝে যা না হয় তাও বোঝ। ,0,0,0,0,1,0,Sports,Youtube,False
17899,স্বপ্নের মতো রঙিন হয় না। একটু সুখের জন্যে অনেক কিছুর দরকার নেই শুধুমাত্র মনটা একটু ভালো করুন ,0,1,0,0,0,0,Personal,Facebook,False
27272,সেই তুহিদ আফরিদি ভাই তোমার এই ভিডিওটা দেখি অনেক অনেক ভালো লাগছে ,0,1,0,0,0,0,Personal,Youtube,False
9166,বগুরা যাও ভাইয়া ,0,1,0,0,0,0,Personal,Youtube,False
19247,তোদের ফোন দিয়ে কথা বলার মতো সময়টাও আর পাই না আগের মতো। তুই মন খারাপ করিস না ,0,0,0,1,0,0,Personal,Facebook,False
20418,ভাইয়া আপনার মতো সবার মন মানসিকতা থাকলে দেশে কোনো রানা থাকতো না ,0,1,0,0,0,0,Personal,Youtube,False
17357,আজকে বাংলাদেশ জিতেছে বলে কতজন কত রকম কমেন্ট করে না জিতলে দেখা যেত কি হইত। ,0,0,0,0,1,0,Sports,Youtube,False
2475,খাদ্য ভেজাল যারা করে তাদেরকে গুলি করে মারার আইন করা হোক ,0,0,0,0,1,0,Politics,Youtube,False
11517,আমার বিশ্বাস মোস্তাফিজ পারবে ,1,0,0,0,0,0,Sports,Youtube,False
4063,দেশে অবিচার এর ফল এটাই।অপরাধীর বিচার না হবার ফল এটা।মানুশজ অপরাধ করেও কি বীরদর্পে তা গণমাধ্যমে শেয়ার করে ,0,0,0,1,1,0,Politics,Youtube,False
10785,ভারত কে সেশ করে দাও বিসসের সবচাইতে নাস্তিক দেশ ভারত ,0,0,0,0,1,0,Politics,Youtube,False
